slug,name,ascii_name,province,province_name,latitude,longitude,population,feature_class,feature_code
belmont-on,Belmont,Belmont,ON,Ontario,42.88339,-81.08303,1140,P,PPL
green-acres-ns,Green Acres,Green Acres,NS,Nova Scotia,44.59496,-63.59942,1140,P,PPL
st-george-s-nl,St. George's,St. George's,NL,Newfoundland and Labrador,48.42852,-58.48151,1139,P,PPL
foam-lake-sk,Foam Lake,Foam Lake,SK,Saskatchewan,51.65001,-103.53431,1138,P,PPL
l-ascension-de-notre-seigneur-qc,L'Ascension-de-Notre-Seigneur,L'Ascension-de-Notre-Seigneur,QC,Quebec,48.68339,-71.6658,1134,P,PPL
saint-michel-des-saints-qc,Saint-Michel-des-Saints,Saint-Michel-des-Saints,QC,Quebec,46.67702,-73.91881,1131,P,PPLA3
parc-boutin-qc,Parc-Boutin,Parc-Boutin,QC,Quebec,45.29209,-73.26154,1127,P,PPL
hensall-on,Hensall,Hensall,ON,Ontario,43.43339,-81.49976,1126,P,PPL
welcome-beach-bc,Welcome Beach,Welcome Beach,BC,British Columbia,49.47959,-123.89239,1125,P,PPLL
maria-qc,Maria,Maria,QC,Quebec,48.1749,-65.98595,1124,P,PPL
saint-isidore-qc,Saint-Isidore,Saint-Isidore,QC,Quebec,47.43345,-79.29965,1122,P,PPL
hayes-subdivision-ns,Hayes Subdivision,Hayes Subdivision,NS,Nova Scotia,45.05519,-64.58795,1121,P,PPL
pierreville-qc,Pierreville,Pierreville,QC,Quebec,46.07034,-72.81125,1119,P,PPL
saint-valere-qc,Saint-Valère,Saint-Valere,QC,Quebec,46.06676,-72.09909,1118,P,PPL
centreville-wareham-trinity-nl,Centreville-Wareham-Trinity,Centreville-Wareham-Trinity,NL,Newfoundland and Labrador,49.011,-53.889,1116,P,PPL
essondale-bc,Essondale,Essondale,BC,British Columbia,49.22972,-122.81111,1116,P,PPL
le-bic-qc,Le Bic,Le Bic,QC,Quebec,48.37549,-68.69415,1115,P,PPL
st-lawrence-nl,St. Lawrence,St. Lawrence,NL,Newfoundland and Labrador,46.91664,-55.39832,1115,P,PPL
south-river-on,South River,South River,ON,Ontario,45.8334,-79.38293,1114,P,PPL
luceville-qc,Luceville,Luceville,QC,Quebec,48.54498,-68.39658,1112,P,PPL
lower-economy-ns,Lower Economy,Lower Economy,NS,Nova Scotia,45.40129,-63.98589,1111,P,PPL
port-williams-ns,Port Williams,Port Williams,NS,Nova Scotia,45.10015,-64.41546,1110,P,PPL
gravelbourg-sk,Gravelbourg,Gravelbourg,SK,Saskatchewan,49.88336,-106.55122,1109,P,PPL
howie-centre-ns,Howie Centre,Howie Centre,NS,Nova Scotia,46.07518,-60.26849,1106,P,PPL
viking-ab,Viking,Viking,AB,Alberta,53.09606,-111.77527,1106,P,PPL
maskinonge-qc,Maskinongé,Maskinonge,QC,Quebec,46.2286,-73.01917,1105,P,PPL
bay-st-george-south-nl,Bay St. George South,Bay St. George South,NL,Newfoundland and Labrador,48.22781,-58.84162,1103,P,PPL
port-rowan-on,Port Rowan,Port Rowan,ON,Ontario,42.6168,-80.46638,1102,P,PPL
carleton-qc,Carleton,Carleton,QC,Quebec,48.10252,-66.11962,1101,P,PPLL
sainte-jeanne-d-arc-qc,Sainte-Jeanne-d'Arc,Sainte-Jeanne-d'Arc,QC,Quebec,48.86673,-72.08221,1101,P,PPL
fort-simpson-nt,Fort Simpson,Fort Simpson,NT,Northwest Territories,61.86269,-121.35159,1100,P,PPL
hornby-island-bc,Hornby Island,Hornby Island,BC,British Columbia,49.53448,-124.66923,1100,P,PPL
milford-station-ns,Milford Station,Milford Station,NS,Nova Scotia,45.0408,-63.43636,1100,P,PPL
saint-bruno-de-guigues-qc,Saint-Bruno-de-Guigues,Saint-Bruno-de-Guigues,QC,Quebec,47.46685,-79.43296,1100,P,PPL
eel-ground-nb,Eel Ground,Eel Ground,NB,New Brunswick,46.96537,-65.62883,1094,P,PPL
new-victoria-ns,New Victoria,New Victoria,NS,Nova Scotia,46.25367,-60.12781,1093,P,PPL
notre-dame-du-mont-carmel-qc,Notre-Dame-du-Mont-Carmel,Notre-Dame-du-Mont-Carmel,QC,Quebec,46.0168,-75.08259,1091,P,PPL
lac-du-bonnet-mb,Lac du Bonnet,Lac du Bonnet,MB,Manitoba,50.2536,-96.06116,1089,P,PPL
dunmore-ab,Dunmore,Dunmore,AB,Alberta,49.96676,-110.60163,1088,P,PPL
snow-lake-mb,Snow Lake,Snow Lake,MB,Manitoba,54.87903,-100.0374,1088,P,PPL
albanel-qc,Albanel,Albanel,QC,Quebec,48.88324,-72.44867,1087,P,PPL
saint-pacome-qc,Saint-Pacôme,Saint-Pacome,QC,Quebec,47.40457,-69.95025,1087,P,PPL
stoney-point-on,Stoney Point,Stoney Point,ON,Ontario,44.26681,-79.53292,1087,P,PPLL
scotchtown-ns,Scotchtown,Scotchtown,NS,Nova Scotia,46.23888,-60.09968,1082,P,PPL
canoe-bc,Canoe,Canoe,BC,British Columbia,50.75,-119.23333,1081,P,PPL
sydney-forks-ns,Sydney Forks,Sydney Forks,NS,Nova Scotia,46.0604,-60.30385,1081,P,PPL
souris-pe,Souris,Souris,PE,Prince Edward Island,46.3501,-62.24862,1079,P,PPL
salluit-qc,Salluit,Salluit,QC,Quebec,62.20411,-75.64344,1075,P,PPL
la-broquerie-mb,La Broquerie,La Broquerie,MB,Manitoba,49.51688,-96.50029,1073,P,PPL
mineville-ns,Mineville,Mineville,NS,Nova Scotia,44.69163,-63.37466,1073,P,PPL
cobden-on,Cobden,Cobden,ON,Ontario,45.63341,-76.88273,1071,P,PPL
deloraine-mb,Deloraine,Deloraine,MB,Manitoba,49.19082,-100.49477,1068,P,PPL
black-river-hardwicke-nb,Black River-Hardwicke,Black River-Hardwicke,NB,New Brunswick,47.02116,-65.20756,1067,P,PPL
cap-de-richibucto-nb,Cap-de-Richibucto,Cap-de-Richibucto,NB,New Brunswick,46.59458,-64.77935,1067,P,PPL
saint-denis-sur-richelieu-qc,Saint-Denis-sur-Richelieu,Saint-Denis-sur-Richelieu,QC,Quebec,45.78338,-73.14915,1067,P,PPL
whitbourne-nl,Whitbourne,Whitbourne,NL,Newfoundland and Labrador,47.4166,-53.5314,1066,P,PPL
harbour-main-chapel-s-cove-lakeview-nl,Harbour Main-Chapel's Cove-Lakeview,Harbour Main-Chapel's Cove-Lakeview,NL,Newfoundland and Labrador,47.41659,-53.16478,1065,P,PPL
mahone-bay-ns,Mahone Bay,Mahone Bay,NS,Nova Scotia,44.44882,-64.38158,1064,P,PPL
smoky-lake-ab,Smoky Lake,Smoky Lake,AB,Alberta,54.11687,-112.46863,1063,P,PPL
cache-creek-bc,Cache Creek,Cache Creek,BC,British Columbia,50.81011,-121.3246,1061,P,PPL
kerrobert-sk,Kerrobert,Kerrobert,SK,Saskatchewan,51.91682,-109.13479,1061,P,PPL
saint-norbert-qc,Saint-Norbert,Saint-Norbert,QC,Quebec,46.16949,-73.31494,1059,P,PPL
weedon-centre-qc,Weedon Centre,Weedon Centre,QC,Quebec,45.70802,-71.45986,1059,P,PPL
english-corner-ns,English Corner,English Corner,NS,Nova Scotia,44.73345,-63.78201,1058,P,PPL
oxbow-sk,Oxbow,Oxbow,SK,Saskatchewan,49.23335,-102.1676,1058,P,PPL
saint-elzear-qc,Saint-Elzéar,Saint-Elzear,QC,Quebec,45.60338,-73.72698,1057,P,PPL
killam-ab,Killam,Killam,AB,Alberta,52.78344,-111.85175,1056,P,PPL
valemount-bc,Valemount,Valemount,BC,British Columbia,52.83329,-119.2525,1052,P,PPL
hornepayne-on,Hornepayne,Hornepayne,ON,Ontario,49.21451,-84.77617,1050,P,PPL
kaslo-bc,Kaslo,Kaslo,BC,British Columbia,49.91658,-116.91887,1049,P,PPL
sheshatshiu-nl,Sheshatshiu,Sheshatshiu,NL,Newfoundland and Labrador,53.51868,-60.14594,1049,P,PPL
paisley-on,Paisley,Paisley,ON,Ontario,44.30641,-81.27265,1045,P,PPL
108-mile-ranch-bc,108 Mile Ranch,108 Mile Ranch,BC,British Columbia,51.74891,-121.36895,1043,P,PPL
melita-mb,Melita,Melita,MB,Manitoba,49.26811,-100.99669,1042,P,PPL
noonan-nb,Noonan,Noonan,NB,New Brunswick,45.96682,-66.53218,1042,P,PPL
cawston-bc,Cawston,Cawston,BC,British Columbia,49.18254,-119.75965,1040,P,PPL
schreiber-on,Schreiber,Schreiber,ON,Ontario,48.81252,-87.26458,1039,P,PPL
weymontachie-qc,Weymontachie,Weymontachie,QC,Quebec,47.8994,-73.7772,1038,P,PPL
jarvis-on,Jarvis,Jarvis,ON,Ontario,42.88559,-80.1122,1037,P,PPL
quarryville-nb,Quarryville,Quarryville,NB,New Brunswick,46.8334,-65.78205,1036,P,PPL
coral-harbour-nu,Coral Harbour,Coral Harbour,NU,Nunavut,64.13829,-83.16539,1035,P,PPL
saint-boniface-qc,Saint-Boniface,Saint-Boniface,QC,Quebec,46.50011,-75.98264,1035,P,PPL
upper-sackville-ns,Upper Sackville,Upper Sackville,NS,Nova Scotia,44.819,-63.76,1035,P,PPL
desbiens-qc,Desbiens,Desbiens,QC,Quebec,48.41792,-71.9477,1034,P,PPL
six-mile-bc,Six Mile,Six Mile,BC,British Columbia,48.45767,-123.46088,1031,P,PPL
hubley-ns,Hubley,Hubley,NS,Nova Scotia,44.67343,-63.82215,1029,P,PPL
sainte-genevieve-de-batiscan-qc,Sainte-Geneviève-de-Batiscan,Sainte-Genevieve-de-Batiscan,QC,Quebec,46.53005,-72.33881,1028,P,PPL
norman-wells-nt,Norman Wells,Norman Wells,NT,Northwest Territories,65.28201,-126.8329,1027,P,PPL
chalk-river-on,Chalk River,Chalk River,ON,Ontario,46.01682,-77.44948,1025,P,PPL
bentley-ab,Bentley,Bentley,AB,Alberta,52.46544,-114.05008,1024,P,PPL
delisle-sk,Delisle,Delisle,SK,Saskatchewan,51.9236,-107.13518,1024,P,PPL
french-creek-bc,French Creek,French Creek,BC,British Columbia,49.34123,-124.35541,1024,P,PPL
cookshire-qc,Cookshire,Cookshire,QC,Quebec,45.41536,-71.62962,1021,P,PPL
saint-prime-qc,Saint-Prime,Saint-Prime,QC,Quebec,48.59242,-72.33555,1021,P,PPL
denman-island-bc,Denman Island,Denman Island,BC,British Columbia,49.53294,-124.8195,1020,P,PPL
ardmore-bc,Ardmore,Ardmore,BC,British Columbia,48.63854,-123.46933,1014,P,PPLL
buffalo-narrows-sk,Buffalo Narrows,Buffalo Narrows,SK,Saskatchewan,55.86086,-108.479,1014,P,PPL
eckville-ab,Eckville,Eckville,AB,Alberta,52.36274,-114.37011,1014,P,PPL
sanikiluaq-nu,Sanikiluaq,Sanikiluaq,NU,Nunavut,56.54106,-79.22576,1010,P,PPLL
gillam-mb,Gillam,Gillam,MB,Manitoba,56.34745,-94.70808,1007,P,PPL
preeceville-sk,Preeceville,Preeceville,SK,Saskatchewan,51.94998,-102.66766,1003,P,PPL
mannheim-on,Mannheim,Mannheim,ON,Ontario,43.39812,-80.54538,1002,P,PPL
plaster-rock-nb,Plaster Rock,Plaster Rock,NB,New Brunswick,46.90654,-67.38997,1002,P,PPL
falher-ab,Falher,Falher,AB,Alberta,55.73339,-117.20262,1001,P,PPL
irishtown-nb,Irishtown,Irishtown,NB,New Brunswick,46.18789,-64.79206,1000,P,PPL
lake-louise-ab,Lake Louise,Lake Louise,AB,Alberta,51.42544,-116.17887,1000,P,PPL
saint-roch-des-aulnaies-qc,Saint-Roch-des-Aulnaies,Saint-Roch-des-Aulnaies,QC,Quebec,47.31078,-70.17719,1000,P,PPL
